,layer,feature,indirect_effect,prompt_str,response_str,node_type,absolute_ie
303417,11,57,-0.004971459973603487,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004971459973603487
303397,11,37,-0.004971259273588657,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004971259273588657
151427,5,131,0.004968898370862007,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004968898370862007
192721,7,15313,0.004967394284904003,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004967394284904003
252684,9,12,-0.004967015702277422,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004967015702277422
126575,4,623,-0.004965904634445906,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004965904634445906
227771,8,443,0.004965829197317362,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004965829197317362
126658,4,706,0.004964946769177914,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004964946769177914
227793,8,465,0.004964029882103205,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004964029882103205
255234,10,1794,0.00496032927185297,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.00496032927185297
266013,10,12573,0.0049600061029195786,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.0049600061029195786
126464,4,512,0.004958013072609901,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004958013072609901
126374,4,422,-0.004951342940330505,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004951342940330505
206830,8,4078,0.0049501690082252026,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.0049501690082252026
220082,8,17330,0.004950075410306454,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004950075410306454
44353,1,19009,-0.004945491906255484,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004945491906255484
176885,6,245,-0.00494208000600338,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00494208000600338
303900,11,540,-0.004940179642289877,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004940179642289877
278217,10,201,0.004939585458487272,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004939585458487272
126312,4,360,-0.004939515143632889,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004939515143632889
303644,11,284,0.004935503005981445,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004935503005981445
304035,11,675,-0.004935463424772024,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004935463424772024
50030,1,110,-0.004935091827064753,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004935091827064753
253200,9,528,-0.004934694617986679,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004934694617986679
101006,3,398,0.00493271742016077,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00493271742016077
122776,4,21400,-0.004931236617267132,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004931236617267132
202153,7,169,0.00493084779009223,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00493084779009223
278159,10,143,0.004930094350129366,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004930094350129366
100818,3,210,0.004929793998599052,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004929793998599052
176830,6,190,-0.004929003771394491,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004929003771394491
202458,7,474,0.004928383976221085,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004928383976221085
303612,11,252,-0.004925742279738188,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004925742279738188
293788,11,15004,-0.004924604203552008,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004924604203552008
101334,3,726,0.00492321839556098,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00492321839556098
177045,6,405,-0.00491949450224638,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00491949450224638
138650,5,11930,0.004917995538562536,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004917995538562536
176657,6,17,-0.004917898681014776,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004917898681014776
227454,8,126,-0.004914704244583845,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004914704244583845
513,0,513,-0.0049140979535877705,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.0049140979535877705
252679,9,7,0.004912239965051413,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004912239965051413
278513,10,497,-0.004911606200039387,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004911606200039387
151649,5,353,0.0049111852422356606,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0049111852422356606
237679,9,9583,-0.004907811526209116,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004907811526209116
161152,6,9088,0.0049058725126087666,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.0049058725126087666
151395,5,99,0.004904565401375294,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004904565401375294
227533,8,205,0.004903012420982122,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004903012420982122
177379,6,739,0.004901552572846413,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004901552572846413
187102,7,9694,-0.004900679923593998,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004900679923593998
176655,6,15,0.004899108782410622,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004899108782410622
201003,7,23595,0.004897289909422398,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004897289909422398
278698,10,682,0.004894943442195654,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004894943442195654
227603,8,275,-0.004887223709374666,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004887223709374666
202525,7,541,-0.004885876085609198,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004885876085609198
177010,6,370,-0.0048853736370801926,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0048853736370801926
151834,5,538,-0.004884205758571625,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004884205758571625
202141,7,157,0.004883739165961742,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004883739165961742
202114,7,130,0.004881567321717739,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004881567321717739
287306,11,8522,-0.004881139844655991,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004881139844655991
227375,8,47,-0.004880624823272228,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004880624823272228
130540,5,3820,-0.004880163818597794,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004880163818597794
227328,8,0,-0.0048795342445373535,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0048795342445373535
227370,8,42,0.004878837149590254,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004878837149590254
126586,4,634,-0.004877801053225994,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004877801053225994
243566,9,15470,-0.004876863211393356,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004876863211393356
227339,8,11,-0.004874852951616049,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004874852951616049
177316,6,676,0.00487182242795825,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00487182242795825
227409,8,81,-0.004871114622801542,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004871114622801542
278302,10,286,-0.0048676966689527035,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0048676966689527035
126088,4,136,0.004866618197411299,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004866618197411299
151481,5,185,-0.004865292459726334,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004865292459726334
214671,8,11919,-0.00486384704709053,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.00486384704709053
176863,6,223,-0.004863839130848646,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004863839130848646
221200,8,18448,-0.00486227311193943,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.00486227311193943
252978,9,306,0.004861889407038689,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004861889407038689
202372,7,388,0.004860993940383196,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004860993940383196
303715,11,355,-0.004860628396272659,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004860628396272659
126064,4,112,0.004859960172325373,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004859960172325373
177357,6,717,-0.004857727792114019,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004857727792114019
202089,7,105,0.004856470972299576,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004856470972299576
174584,6,22520,-0.004854075610637665,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004854075610637665
252935,9,263,-0.004852140322327614,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004852140322327614
126665,4,713,0.0048512485809624195,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0048512485809624195
177160,6,520,-0.004850603640079498,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004850603640079498
243461,9,15365,0.0048493389040231705,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.0048493389040231705
202262,7,278,-0.0048493389040231705,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0048493389040231705
227673,8,345,0.004848068114370108,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004848068114370108
303507,11,147,0.004847125615924597,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004847125615924597
205773,8,3021,-0.004844031296670437,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004844031296670437
176809,6,169,0.004841248970478773,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004841248970478773
303674,11,314,0.004839193541556597,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004839193541556597
303953,11,593,-0.004838406108319759,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004838406108319759
227994,8,666,0.004837570711970329,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004837570711970329
264642,10,11202,-0.0048351287841796875,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.0048351287841796875
180667,7,3259,0.004833497107028961,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004833497107028961
278431,10,415,-0.004832378588616848,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004832378588616848
101238,3,630,0.004831086844205856,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004831086844205856
126343,4,391,-0.004830747842788696,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004830747842788696
303561,11,201,0.004830453544855118,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004830453544855118
202368,7,384,0.004829082638025284,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004829082638025284
202499,7,515,-0.004827786702662706,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004827786702662706
278677,10,661,0.004827666096389294,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004827666096389294
195486,7,18078,0.004823635797947645,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004823635797947645
176942,6,302,0.004822133108973503,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004822133108973503
176843,6,203,-0.0048150429502129555,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0048150429502129555
177161,6,521,0.004814714193344116,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004814714193344116
177204,6,564,-0.0048144543543457985,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0048144543543457985
278459,10,443,-0.004813734441995621,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004813734441995621
253388,9,716,-0.004810965619981289,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004810965619981289
253069,9,397,0.004810832906514406,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004810832906514406
170406,6,18342,-0.004805636592209339,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004805636592209339
122027,4,20651,0.00480289850383997,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.00480289850383997
202508,7,524,0.004802756942808628,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004802756942808628
278535,10,519,-0.0047989580780267715,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0047989580780267715
176912,6,272,0.004795558284968138,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004795558284968138
202279,7,295,0.004793926607817411,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004793926607817411
176656,6,16,-0.004793535452336073,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004793535452336073
227915,8,587,-0.004792460240423679,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004792460240423679
303935,11,575,0.004791612736880779,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004791612736880779
101073,3,465,0.004790835548192263,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004790835548192263
227799,8,471,0.004784449934959412,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004784449934959412
126391,4,439,-0.00478427205234766,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00478427205234766
227363,8,35,-0.00478363549336791,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00478363549336791
227352,8,24,-0.004781672731041908,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004781672731041908
101074,3,466,0.0047793081030249596,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0047793081030249596
126638,4,686,0.004777911584824324,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004777911584824324
303809,11,449,-0.004777644760906696,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004777644760906696
126416,4,464,0.004776392597705126,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004776392597705126
124761,4,23385,-0.004775729961693287,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004775729961693287
252838,9,166,0.004773201886564493,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004773201886564493
100770,3,162,-0.004773016553372145,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004773016553372145
202075,7,91,0.004771081265062094,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004771081265062094
101136,3,528,-0.004769699648022652,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004769699648022652
216749,8,13997,0.004765891935676336,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004765891935676336
202225,7,241,0.004764907527714968,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004764907527714968
278628,10,612,0.004761978052556515,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004761978052556515
126223,4,271,0.004761352203786373,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004761352203786373
176646,6,6,0.00476116593927145,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00476116593927145
303998,11,638,0.004760177340358496,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004760177340358496
293148,11,14364,0.004759982228279114,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004759982228279114
202005,7,21,0.00475410558283329,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00475410558283329
202565,7,581,0.004754061810672283,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004754061810672283
186653,7,9245,-0.004753310699015856,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004753310699015856
130944,5,4224,0.004752771463245153,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004752771463245153
227592,8,264,-0.00475168414413929,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00475168414413929
304096,11,736,0.0047509497962892056,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0047509497962892056
151732,5,436,-0.004749054089188576,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004749054089188576
228039,8,711,0.0047482578083872795,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0047482578083872795
127070,5,350,0.004745641723275185,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004745641723275185
227563,8,235,-0.004742888733744621,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004742888733744621
126125,4,173,0.00474220234900713,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00474220234900713
203178,8,426,0.004740640986710787,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004740640986710787
253389,9,717,0.004737508483231068,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004737508483231068
157163,6,5099,-0.004735805094242096,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004735805094242096
100973,3,365,-0.004734868183732033,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004734868183732033
227901,8,573,0.00473411101847887,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00473411101847887
227757,8,429,0.0047327671200037,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0047327671200037
202574,7,590,0.004731989465653896,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004731989465653896
202556,7,572,0.0047317747958004475,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0047317747958004475
183978,7,6570,0.004730271641165018,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004730271641165018
126311,4,359,-0.00472966069355607,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00472966069355607
151908,5,612,-0.004727269057184458,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004727269057184458
303578,11,218,-0.004726698622107506,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004726698622107506
187271,7,9863,-0.004726651590317488,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004726651590317488
228063,8,735,0.004725929349660873,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004725929349660873
167151,6,15087,0.004724568221718073,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004724568221718073
227730,8,402,0.004723985679447651,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004723985679447651
202616,7,632,0.004718438256531954,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004718438256531954
160968,6,8904,0.004718242213129997,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004718242213129997
303748,11,388,-0.004717347212135792,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004717347212135792
304003,11,643,-0.00471471669152379,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00471471669152379
151709,5,413,-0.004712726920843124,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004712726920843124
228011,8,683,0.004711361136287451,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004711361136287451
176990,6,350,-0.004709511063992977,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004709511063992977
85001,3,8969,-0.004708797670900822,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004708797670900822
125972,4,20,0.004708613269031048,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004708613269031048
126244,4,292,-0.004706294275820255,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004706294275820255
304075,11,715,-0.004705545026808977,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004705545026808977
136226,5,9506,0.004703392740339041,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004703392740339041
101222,3,614,0.004701776895672083,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004701776895672083
151453,5,157,0.00470154220238328,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00470154220238328
202539,7,555,0.004701334983110428,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004701334983110428
202234,7,250,-0.004701194819062948,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004701194819062948
103698,4,2322,0.004699949640780687,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004699949640780687
228093,8,765,0.004699308890849352,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004699308890849352
152028,5,732,-0.004697117488831282,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004697117488831282
151445,5,149,-0.004693070892244577,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004693070892244577
227396,8,68,-0.004687918350100517,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004687918350100517
202069,7,85,-0.004687631502747536,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004687631502747536
202592,7,608,0.004686105065047741,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004686105065047741
202177,7,193,0.004682501312345266,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004682501312345266
253047,9,375,0.004681200720369816,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004681200720369816
125990,4,38,-0.00468063959851861,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00468063959851861
126051,4,99,0.0046777790412306786,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0046777790412306786
131029,5,4309,0.004677475895732641,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004677475895732641
227957,8,629,-0.004675278440117836,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004675278440117836
176978,6,338,0.0046707987785339355,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0046707987785339355
177217,6,577,-0.004670567810535431,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004670567810535431
303867,11,507,0.004670240450650454,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004670240450650454
198879,7,21471,-0.004669670481234789,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004669670481234789
227752,8,424,-0.004669358488172293,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004669358488172293
147681,5,20961,-0.004667331464588642,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004667331464588642
100813,3,205,0.004667028784751892,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004667028784751892
227476,8,148,-0.004661043174564838,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004661043174564838
126272,4,320,0.004658767953515053,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004658767953515053
177177,6,537,-0.004657115321606398,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004657115321606398
176778,6,138,0.004650258459150791,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004650258459150791
202514,7,530,-0.004648810718208551,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004648810718208551
253264,9,592,0.004645815119147301,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004645815119147301
174365,6,22301,-0.004644662607461214,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004644662607461214
253239,9,567,0.004642738960683346,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004642738960683346
253366,9,694,-0.004642351530492306,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004642351530492306
269824,10,16384,0.004642218351364136,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,feature,0.004642218351364136
278202,10,186,-0.004641992039978504,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004641992039978504
151499,5,203,0.004641587845981121,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004641587845981121
227989,8,661,-0.0046415431424975395,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0046415431424975395
278274,10,258,-0.004640392493456602,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004640392493456602
100803,3,195,-0.004639902617782354,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004639902617782354
126483,4,531,-0.004635250195860863,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004635250195860863
151793,5,497,0.0046326457522809505,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0046326457522809505
252685,9,13,0.004632307682186365,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004632307682186365
253124,9,452,0.004631202667951584,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004631202667951584
151337,5,41,0.004629503935575485,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004629503935575485
101374,3,766,0.00462801568210125,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.00462801568210125
202613,7,629,-0.004626486450433731,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004626486450433731
152015,5,719,-0.0046248058788478374,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.0046248058788478374
278607,10,591,0.004614949692040682,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004614949692040682
202468,7,484,-0.004611135460436344,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004611135460436344
227386,8,58,-0.004609901458024979,"<|endoftext|>When John and Mary went to the shops, John gave the bag to", Mary,error,0.004609901458024979
